cuisine,city,device,user_segment,promo,fav_ingredient,spice_level,day_of_week,price_bucket
japanese,city_8,web,budget,promo_7,miso,mild,Sun,mid
korean,city_12,ios,new,promo_1,garlic,mild,Sun,high
mexican,city_13,desktop_app,student,promo_2,cilantro,medium,Thu,mid
indian,city_12,web,student,promo_4,turmeric,medium,Thu,high
mexican,city_4,web,student,promo_2,onion,hot,Fri,high
mediterranean,city_16,android,new,promo_4,basil,none,Tue,mid
korean,city_3,ios,family,promo_1,soy,medium,Mon,high
thai,city_3,android,vip,promo_7,garlic,mild,Sun,low
indian,city_17,ios,vip,promo_3,yogurt,hot,Mon,mid
japanese,city_5,ios,family,promo_6,garlic,extra_hot,Sat,mid
japanese,city_17,ios,family,none,garlic,mild,Sun,very_high
thai,city_20,android,vip,promo_3,cilantro,mild,Thu,low
korean,city_18,web,budget,promo_8,sesame,none,Tue,mid
mediterranean,city_1,android,student,promo_1,tomato,mild,Sat,mid
thai,city_20,android,family,promo_6,fish_sauce,medium,Thu,mid
american,city_5,ios,family,promo_8,lemon,mild,Sun,low
chinese,city_13,web,family,promo_7,garlic,medium,Wed,very_high
thai,city_12,ios,budget,promo_2,fish_sauce,mild,Sat,mid
vietnamese,city_12,ios,returning,promo_1,lemon,medium,Wed,low
mexican,city_10,tablet,returning,promo_1,tomato,medium,Thu,high
indian,city_3,android,returning,promo_8,turmeric,extra_hot,Sat,high
american,city_16,android,new,promo_7,onion,medium,Thu,high
japanese,city_8,android,student,promo_7,soy,hot,Tue,high
indian,city_20,ios,returning,promo_1,mint,medium,Mon,mid
thai,city_19,android,returning,promo_6,basil,mild,Sat,low
indian,city_1,web,budget,promo_2,yogurt,extra_hot,Thu,high
indian,city_15,android,returning,promo_6,mint,hot,Tue,high
japanese,city_7,ios,new,promo_8,garlic,extra_hot,Wed,mid
vietnamese,city_3,android,new,promo_2,lemon,hot,Tue,mid
italian,city_4,ios,budget,promo_8,yogurt,medium,Tue,mid
indian,city_10,ios,new,promo_7,cumin,medium,Thu,high
american,city_19,web,vip,promo_8,tomato,none,Tue,mid
indian,city_19,desktop_app,family,promo_5,mint,hot,Tue,high
indian,city_12,ios,returning,promo_1,mint,hot,Tue,mid
thai,city_7,android,new,promo_8,lemon,medium,Tue,mid
mediterranean,city_1,desktop_app,budget,promo_7,yogurt,mild,Mon,mid
mexican,city_5,tablet,budget,none,onion,hot,Sat,mid
vietnamese,city_6,android,budget,promo_2,lemon,mild,Thu,low
indian,city_8,tablet,vip,promo_1,onion,extra_hot,Mon,high
chinese,city_8,web,returning,promo_8,garlic,mild,Sun,very_high
american,city_8,web,budget,promo_5,tomato,hot,Sun,mid
japanese,city_13,ios,new,promo_4,miso,mild,Sat,high
mexican,city_19,web,new,promo_3,lemon,medium,Mon,mid
korean,city_10,android,vip,promo_4,miso,none,Wed,mid
thai,city_13,android,vip,promo_7,basil,medium,Wed,mid
american,city_14,ios,vip,promo_2,garlic,hot,Mon,mid
mediterranean,city_20,ios,returning,promo_8,cheese,mild,Fri,high
korean,city_16,android,returning,promo_6,garlic,extra_hot,Tue,mid
american,city_4,web,new,promo_1,onion,hot,Sat,mid
mexican,city_13,web,vip,promo_5,chili,mild,Sat,low
thai,city_12,android,new,promo_1,lemon,hot,Wed,low
indian,city_17,desktop_app,vip,promo_6,yogurt,hot,Tue,high
mexican,city_17,web,budget,promo_7,tomato,hot,Sun,low
vietnamese,city_16,android,vip,promo_6,basil,hot,Fri,low
italian,city_17,tablet,student,none,basil,mild,Sun,high
vietnamese,city_5,android,budget,promo_3,garlic,medium,Wed,mid
indian,city_5,tablet,budget,promo_1,onion,hot,Mon,mid
chinese,city_10,ios,budget,promo_8,garlic,mild,Sat,mid
chinese,city_11,web,vip,promo_2,miso,none,Sun,high
mexican,city_19,web,new,promo_3,onion,medium,Mon,mid
italian,city_6,ios,returning,none,oregano,none,Thu,mid
american,city_8,android,vip,none,tomato,extra_hot,Sat,mid
mediterranean,city_20,desktop_app,vip,none,lemon,none,Sun,high
vietnamese,city_9,ios,student,none,fish_sauce,medium,Thu,mid
korean,city_8,android,family,promo_4,ginger,mild,Thu,high
mexican,city_13,android,family,promo_7,onion,medium,Tue,mid
japanese,city_11,ios,family,promo_3,garlic,hot,Wed,mid
vietnamese,city_15,web,family,none,basil,hot,Fri,low
mediterranean,city_2,web,new,promo_8,basil,none,Mon,high
vietnamese,city_1,ios,returning,promo_8,basil,mild,Thu,mid
indian,city_15,ios,budget,promo_8,turmeric,hot,Sun,high
indian,city_3,ios,budget,promo_7,cumin,hot,Sun,mid
vietnamese,city_12,ios,budget,none,fish_sauce,medium,Fri,low
american,city_4,android,family,none,lemon,mild,Fri,low
italian,city_2,desktop_app,family,promo_3,oregano,none,Sat,high
american,city_6,web,vip,promo_7,onion,mild,Mon,high
mexican,city_4,android,new,promo_3,onion,medium,Mon,mid
mexican,city_4,android,budget,none,onion,medium,Wed,high
italian,city_7,ios,vip,promo_2,tomato,mild,Sat,mid
japanese,city_16,web,budget,promo_6,soy,none,Sat,high
mexican,city_3,tablet,vip,promo_2,chili,medium,Sun,low
mexican,city_6,android,budget,promo_1,cilantro,medium,Sat,low
chinese,city_3,ios,vip,none,garlic,mild,Wed,high
chinese,city_4,web,new,promo_8,soy,hot,Sat,very_high
vietnamese,city_19,android,new,promo_2,basil,hot,Mon,mid
thai,city_3,android,new,promo_4,fish_sauce,hot,Fri,mid
mediterranean,city_9,ios,returning,promo_2,tomato,mild,Sat,high
thai,city_8,ios,student,promo_5,basil,hot,Wed,low
thai,city_12,ios,family,none,lemon,medium,Tue,mid
vietnamese,city_12,ios,new,promo_4,garlic,hot,Tue,high
japanese,city_7,ios,returning,promo_4,garlic,medium,Sun,mid
korean,city_12,ios,new,promo_2,sesame,extra_hot,Mon,mid
mexican,city_5,android,vip,promo_2,onion,medium,Sun,mid
chinese,city_17,web,returning,promo_5,miso,extra_hot,Wed,mid
japanese,city_2,ios,new,promo_8,soy,none,Wed,mid
indian,city_16,tablet,returning,promo_1,onion,medium,Mon,high
italian,city_8,web,student,promo_5,oregano,mild,Fri,high
indian,city_5,web,new,promo_8,onion,hot,Sat,high
chinese,city_10,ios,student,promo_6,sesame,medium,Thu,mid
indian,city_7,tablet,returning,promo_2,turmeric,hot,Tue,mid
chinese,city_14,ios,returning,promo_4,soy,extra_hot,Fri,very_high
korean,city_19,web,new,promo_4,sesame,mild,Thu,mid
american,city_2,web,vip,promo_4,tomato,medium,Mon,mid
italian,city_11,android,new,promo_6,lemon,mild,Thu,mid
chinese,city_2,ios,returning,promo_2,ginger,none,Fri,high
italian,city_17,desktop_app,family,promo_5,basil,none,Sun,high
italian,city_1,desktop_app,student,promo_6,yogurt,mild,Sun,very_high
italian,city_10,ios,vip,promo_7,oregano,none,Thu,mid
american,city_3,web,returning,promo_2,tomato,mild,Thu,mid
chinese,city_14,ios,returning,promo_2,garlic,medium,Wed,mid
indian,city_3,ios,family,promo_4,turmeric,medium,Mon,mid
indian,city_3,tablet,family,promo_2,cumin,hot,Fri,high
thai,city_1,ios,new,promo_3,fish_sauce,mild,Sat,mid
japanese,city_10,web,vip,promo_2,soy,none,Fri,high
american,city_7,ios,family,promo_5,lemon,hot,Thu,mid
thai,city_15,ios,new,promo_2,fish_sauce,hot,Mon,mid
mexican,city_16,desktop_app,student,promo_5,onion,medium,Tue,mid
mediterranean,city_17,tablet,new,promo_1,oregano,mild,Mon,mid
american,city_4,android,budget,promo_1,garlic,medium,Wed,high
italian,city_2,tablet,returning,promo_8,yogurt,mild,Sun,mid
vietnamese,city_1,ios,student,promo_8,garlic,medium,Tue,low
chinese,city_2,android,budget,none,garlic,mild,Wed,high
thai,city_17,android,budget,promo_8,fish_sauce,medium,Thu,high
american,city_7,ios,family,promo_7,onion,mild,Wed,low
thai,city_16,ios,vip,promo_1,fish_sauce,medium,Tue,mid
vietnamese,city_3,web,student,promo_4,basil,mild,Mon,mid
chinese,city_20,web,student,promo_3,soy,medium,Thu,very_high
american,city_15,web,vip,promo_4,cheese,none,Wed,mid
japanese,city_14,ios,student,promo_1,miso,none,Tue,high
italian,city_13,ios,budget,promo_7,basil,none,Sun,high
korean,city_6,android,returning,promo_1,sesame,none,Fri,high
thai,city_19,ios,new,promo_4,basil,medium,Thu,mid
mediterranean,city_20,ios,family,promo_7,yogurt,mild,Mon,very_high
american,city_5,android,budget,promo_5,tomato,hot,Sun,mid
chinese,city_15,android,student,promo_7,sesame,extra_hot,Mon,mid
mexican,city_12,web,budget,promo_8,onion,medium,Tue,mid
mediterranean,city_13,desktop_app,vip,promo_4,lemon,mild,Sun,mid
korean,city_14,web,returning,promo_8,ginger,none,Wed,mid
japanese,city_13,web,returning,promo_1,soy,hot,Thu,mid
korean,city_17,ios,returning,promo_2,garlic,medium,Fri,mid
chinese,city_1,web,returning,promo_5,miso,extra_hot,Thu,high
vietnamese,city_17,android,student,promo_8,basil,medium,Sun,mid
indian,city_14,web,returning,none,mint,medium,Sun,very_high
italian,city_20,android,student,promo_6,cheese,mild,Mon,mid
vietnamese,city_8,ios,new,promo_8,garlic,hot,Thu,mid
chinese,city_10,android,returning,none,sesame,none,Sun,high
thai,city_3,android,budget,promo_2,cilantro,medium,Wed,mid
american,city_1,web,family,promo_5,tomato,extra_hot,Fri,mid
japanese,city_9,web,new,promo_1,sesame,hot,Tue,mid
thai,city_7,android,new,none,fish_sauce,medium,Sat,low
american,city_8,android,vip,promo_8,lemon,hot,Wed,mid
italian,city_12,desktop_app,new,promo_6,basil,mild,Sat,mid
thai,city_12,ios,returning,promo_1,garlic,mild,Fri,mid
indian,city_1,web,family,promo_7,cumin,medium,Wed,high
japanese,city_2,web,budget,none,miso,medium,Mon,mid
japanese,city_11,ios,family,promo_2,soy,medium,Thu,mid
mexican,city_2,desktop_app,returning,promo_3,onion,medium,Thu,low
mexican,city_11,android,returning,promo_1,chili,medium,Fri,low
korean,city_3,ios,new,promo_1,sesame,extra_hot,Sat,high
japanese,city_20,web,budget,promo_4,soy,mild,Tue,mid
mexican,city_14,tablet,student,promo_1,tomato,medium,Sun,low
thai,city_17,web,student,promo_2,lemon,mild,Fri,mid
italian,city_4,android,new,promo_5,tomato,mild,Sat,mid
italian,city_16,web,vip,promo_7,yogurt,none,Fri,mid
indian,city_12,desktop_app,budget,promo_4,onion,medium,Fri,mid
vietnamese,city_6,ios,student,promo_2,lemon,hot,Tue,low
thai,city_2,ios,returning,promo_8,garlic,hot,Sat,low
italian,city_19,tablet,returning,promo_4,lemon,none,Fri,high
italian,city_10,desktop_app,vip,promo_4,yogurt,none,Wed,mid
mexican,city_14,tablet,returning,promo_6,cilantro,mild,Wed,low
chinese,city_16,ios,budget,promo_5,ginger,medium,Thu,very_high
mexican,city_12,web,vip,promo_3,lemon,medium,Sun,mid
mediterranean,city_18,tablet,vip,promo_2,basil,medium,Tue,mid
vietnamese,city_8,android,student,promo_1,basil,medium,Fri,low
indian,city_13,desktop_app,new,promo_5,yogurt,medium,Fri,mid
indian,city_5,android,student,promo_5,onion,medium,Thu,mid
italian,city_5,ios,family,none,cheese,medium,Tue,mid
japanese,city_7,web,new,promo_8,ginger,mild,Wed,high
italian,city_13,web,student,none,oregano,mild,Wed,high
mediterranean,city_12,web,budget,promo_8,lemon,none,Mon,mid
thai,city_18,android,budget,promo_1,cilantro,medium,Fri,low
italian,city_5,tablet,family,promo_3,cheese,medium,Mon,high
vietnamese,city_1,web,family,promo_1,cilantro,mild,Fri,mid
mexican,city_12,desktop_app,family,promo_3,tomato,mild,Fri,low
mediterranean,city_20,tablet,new,promo_8,tomato,mild,Wed,mid
mediterranean,city_7,android,family,promo_5,basil,mild,Wed,high
indian,city_20,web,budget,none,cumin,medium,Tue,high
indian,city_17,desktop_app,student,promo_8,cumin,medium,Thu,mid
korean,city_14,web,returning,promo_7,garlic,medium,Fri,mid
vietnamese,city_13,ios,student,promo_7,basil,medium,Sun,low
chinese,city_17,ios,returning,promo_3,garlic,none,Sun,high
japanese,city_20,web,new,promo_5,miso,hot,Thu,mid
chinese,city_13,android,vip,promo_3,ginger,none,Fri,very_high
chinese,city_11,ios,new,promo_7,soy,mild,Sat,high
japanese,city_19,ios,vip,none,miso,hot,Tue,very_high
indian,city_17,desktop_app,family,promo_5,yogurt,medium,Wed,mid
american,city_9,web,student,promo_1,tomato,none,Mon,high
indian,city_7,desktop_app,new,promo_4,yogurt,hot,Mon,high
mexican,city_11,web,family,promo_4,onion,mild,Sun,mid
vietnamese,city_9,ios,family,promo_6,garlic,hot,Mon,mid
japanese,city_10,ios,family,none,ginger,medium,Mon,very_high
thai,city_12,web,student,promo_8,lemon,hot,Fri,high
indian,city_19,tablet,budget,promo_4,cumin,medium,Sat,high
mediterranean,city_1,desktop_app,new,promo_5,oregano,medium,Sat,high
chinese,city_15,android,returning,promo_4,ginger,medium,Wed,mid
indian,city_3,web,student,promo_7,onion,hot,Fri,high
mexican,city_9,web,returning,promo_8,chili,hot,Wed,high
korean,city_7,web,returning,none,ginger,mild,Fri,mid
vietnamese,city_10,ios,new,promo_2,fish_sauce,mild,Sat,mid
italian,city_3,tablet,family,promo_4,tomato,medium,Sun,mid
mediterranean,city_14,android,budget,promo_7,basil,none,Sun,very_high
vietnamese,city_7,ios,new,promo_6,cilantro,hot,Wed,mid
american,city_13,android,budget,promo_5,cheese,hot,Fri,mid
mediterranean,city_17,web,family,promo_7,cheese,medium,Mon,high
vietnamese,city_2,android,returning,promo_7,garlic,medium,Sun,low
italian,city_15,desktop_app,budget,promo_2,tomato,mild,Sun,high
korean,city_6,web,new,promo_2,sesame,medium,Sat,mid
mediterranean,city_15,ios,budget,none,yogurt,none,Mon,mid
mexican,city_9,ios,student,promo_7,lemon,hot,Sun,mid
thai,city_4,ios,returning,promo_2,fish_sauce,medium,Thu,mid
american,city_3,ios,returning,promo_3,onion,medium,Sat,mid
mexican,city_1,web,budget,promo_5,lemon,mild,Fri,high
mediterranean,city_13,web,budget,promo_2,yogurt,mild,Sun,high
vietnamese,city_12,ios,student,promo_8,garlic,mild,Sat,mid
mediterranean,city_5,android,vip,promo_3,cheese,mild,Sat,mid
korean,city_17,web,vip,promo_1,garlic,medium,Thu,high
american,city_18,android,returning,promo_4,tomato,hot,Wed,low
italian,city_12,ios,family,promo_8,oregano,medium,Sun,very_high
japanese,city_19,ios,new,promo_5,miso,none,Sat,mid
indian,city_3,desktop_app,new,promo_6,turmeric,hot,Mon,high
american,city_6,web,new,promo_5,tomato,none,Tue,low
italian,city_19,ios,budget,none,yogurt,mild,Tue,mid
chinese,city_16,android,family,promo_5,sesame,extra_hot,Wed,mid
japanese,city_18,web,new,promo_2,ginger,none,Mon,mid
mediterranean,city_8,tablet,family,promo_3,cheese,medium,Sun,high
italian,city_15,web,student,promo_2,oregano,none,Mon,mid
italian,city_1,android,family,promo_7,cheese,mild,Sun,mid
mediterranean,city_2,web,student,promo_2,oregano,mild,Thu,mid
vietnamese,city_18,android,student,none,cilantro,mild,Mon,mid
mexican,city_1,tablet,student,promo_8,onion,hot,Wed,low
mexican,city_15,android,budget,promo_8,chili,medium,Sat,high
japanese,city_17,ios,budget,promo_4,miso,none,Sat,mid
korean,city_9,web,budget,promo_8,ginger,hot,Sun,mid
mexican,city_8,android,budget,promo_6,lemon,medium,Fri,high
japanese,city_14,ios,family,promo_4,garlic,none,Tue,high
indian,city_7,tablet,vip,promo_2,mint,hot,Tue,high
mediterranean,city_5,desktop_app,family,promo_5,cheese,mild,Fri,high
thai,city_2,android,budget,promo_1,fish_sauce,medium,Fri,low
japanese,city_15,ios,new,none,ginger,mild,Thu,mid
italian,city_19,android,returning,promo_5,yogurt,none,Fri,high
indian,city_1,tablet,new,promo_1,yogurt,medium,Thu,very_high
italian,city_11,tablet,new,promo_8,cheese,medium,Fri,high
japanese,city_1,android,student,promo_7,soy,none,Tue,mid
american,city_15,android,returning,promo_7,onion,none,Tue,low
japanese,city_6,web,family,promo_8,miso,extra_hot,Mon,high
indian,city_8,ios,returning,promo_5,cumin,medium,Tue,high
mexican,city_10,desktop_app,vip,promo_1,chili,mild,Tue,mid
vietnamese,city_2,ios,student,promo_7,garlic,medium,Thu,high
american,city_17,web,budget,promo_3,lemon,hot,Wed,low
mediterranean,city_18,desktop_app,new,promo_3,yogurt,mild,Fri,mid
american,city_3,ios,vip,promo_6,onion,none,Mon,low
korean,city_2,ios,student,promo_8,ginger,medium,Fri,very_high
american,city_14,android,returning,promo_1,lemon,medium,Tue,mid
mexican,city_6,web,new,promo_4,tomato,hot,Thu,mid
thai,city_7,android,family,promo_3,lemon,hot,Mon,mid
indian,city_18,android,student,promo_7,yogurt,extra_hot,Mon,mid
mediterranean,city_11,ios,budget,promo_6,tomato,mild,Fri,mid
chinese,city_14,ios,returning,promo_5,miso,medium,Thu,mid
thai,city_19,ios,returning,none,basil,hot,Tue,mid
american,city_17,web,budget,promo_2,tomato,mild,Wed,mid
american,city_9,web,vip,none,cheese,extra_hot,Thu,low
japanese,city_15,ios,student,promo_3,miso,mild,Fri,mid
mediterranean,city_8,ios,student,promo_3,tomato,none,Fri,mid
vietnamese,city_7,web,vip,promo_2,fish_sauce,mild,Fri,low
american,city_2,android,vip,promo_3,cheese,extra_hot,Wed,mid
italian,city_9,web,vip,promo_7,cheese,medium,Tue,mid
korean,city_3,android,family,promo_7,miso,medium,Sat,very_high
american,city_13,web,student,promo_5,onion,extra_hot,Thu,high
vietnamese,city_18,android,budget,none,cilantro,mild,Mon,high
american,city_18,android,new,promo_8,lemon,hot,Sun,mid
thai,city_5,ios,student,promo_1,lemon,medium,Fri,low
american,city_6,web,vip,promo_6,garlic,extra_hot,Tue,low
italian,city_5,ios,budget,promo_6,oregano,mild,Tue,very_high
mediterranean,city_3,web,budget,promo_5,cheese,none,Sat,mid
korean,city_15,web,vip,promo_2,soy,none,Sat,mid
american,city_17,web,family,promo_6,tomato,mild,Mon,high
japanese,city_2,ios,family,promo_7,soy,mild,Thu,mid
indian,city_15,tablet,returning,promo_2,yogurt,medium,Wed,high
japanese,city_17,web,new,none,garlic,extra_hot,Sat,mid
american,city_3,web,student,promo_4,tomato,medium,Mon,mid
mexican,city_11,ios,family,promo_6,onion,medium,Fri,high
mexican,city_3,tablet,budget,promo_8,tomato,hot,Thu,high
american,city_16,web,returning,none,onion,none,Tue,mid
american,city_7,ios,vip,promo_3,tomato,extra_hot,Thu,mid
vietnamese,city_14,ios,student,promo_1,cilantro,medium,Fri,low
mexican,city_16,desktop_app,budget,promo_4,cilantro,mild,Mon,mid
vietnamese,city_7,ios,student,promo_2,garlic,hot,Sat,low
american,city_10,android,family,promo_6,lemon,medium,Mon,mid
american,city_15,android,student,promo_5,cheese,medium,Sat,low
american,city_15,android,budget,promo_5,cheese,mild,Tue,high
mediterranean,city_2,android,family,none,cheese,none,Sat,very_high
mexican,city_14,tablet,returning,promo_5,tomato,mild,Fri,mid
korean,city_7,web,vip,promo_1,miso,medium,Fri,mid
korean,city_20,ios,vip,promo_7,ginger,mild,Sun,very_high
thai,city_11,ios,new,none,lemon,medium,Fri,mid
chinese,city_2,ios,family,promo_4,sesame,mild,Sat,mid
korean,city_8,ios,vip,promo_3,garlic,medium,Wed,mid
chinese,city_5,web,student,promo_8,garlic,medium,Thu,high
chinese,city_19,ios,budget,promo_5,soy,none,Tue,mid
american,city_20,web,vip,promo_5,lemon,extra_hot,Tue,low
italian,city_8,android,student,promo_2,tomato,medium,Thu,high
vietnamese,city_8,ios,student,promo_2,fish_sauce,medium,Mon,low
japanese,city_19,ios,new,promo_8,soy,medium,Sat,mid
italian,city_17,ios,family,promo_7,tomato,none,Thu,very_high
thai,city_12,android,budget,promo_5,lemon,medium,Thu,mid
thai,city_17,ios,new,promo_7,basil,hot,Sat,mid
mediterranean,city_20,android,student,promo_4,tomato,mild,Mon,mid
chinese,city_1,web,student,promo_3,sesame,hot,Sat,very_high
american,city_12,web,returning,promo_7,lemon,mild,Tue,mid
vietnamese,city_10,android,student,promo_5,fish_sauce,mild,Sun,high
chinese,city_20,ios,new,none,garlic,medium,Wed,mid
mediterranean,city_18,tablet,returning,promo_6,tomato,mild,Mon,high
mediterranean,city_4,web,vip,promo_5,tomato,none,Sat,high
japanese,city_3,web,budget,promo_7,sesame,mild,Wed,high
mediterranean,city_11,android,new,promo_3,yogurt,medium,Thu,high
mediterranean,city_12,android,new,promo_2,cheese,medium,Thu,mid
italian,city_19,ios,new,none,tomato,mild,Mon,mid
japanese,city_17,android,returning,promo_7,miso,medium,Tue,high
american,city_14,web,returning,promo_2,lemon,medium,Tue,mid
chinese,city_10,web,student,promo_5,sesame,hot,Mon,mid
american,city_11,web,vip,promo_6,onion,hot,Mon,low
indian,city_4,web,budget,promo_1,cumin,hot,Mon,high
korean,city_10,ios,student,promo_2,miso,medium,Mon,mid
japanese,city_5,android,returning,none,miso,none,Sat,very_high
mediterranean,city_4,android,new,promo_3,tomato,mild,Wed,high
american,city_17,web,new,promo_6,lemon,none,Thu,mid
indian,city_20,web,vip,promo_8,cumin,extra_hot,Wed,high
chinese,city_5,ios,vip,promo_6,garlic,hot,Mon,mid
mediterranean,city_7,ios,new,promo_5,cheese,medium,Sat,mid
indian,city_10,web,new,promo_6,mint,medium,Fri,mid
japanese,city_8,web,family,promo_2,sesame,none,Tue,mid
vietnamese,city_6,ios,budget,promo_3,fish_sauce,medium,Sat,low
italian,city_6,web,returning,promo_6,basil,mild,Mon,mid
vietnamese,city_6,web,family,promo_6,garlic,mild,Sun,high
mediterranean,city_3,ios,family,promo_4,lemon,mild,Fri,very_high
mediterranean,city_17,web,new,promo_7,yogurt,mild,Sat,mid
mexican,city_9,desktop_app,family,promo_3,tomato,mild,Fri,low
thai,city_11,ios,student,promo_7,garlic,hot,Tue,low
italian,city_20,android,family,promo_1,cheese,medium,Mon,mid
japanese,city_9,web,returning,promo_3,garlic,mild,Mon,high
chinese,city_10,web,vip,promo_6,ginger,hot,Sun,mid
mexican,city_14,tablet,student,promo_8,lemon,hot,Tue,low
thai,city_18,ios,new,promo_2,garlic,medium,Tue,low
italian,city_9,ios,budget,promo_3,yogurt,none,Sun,mid
american,city_9,web,new,promo_4,cheese,mild,Sat,low
vietnamese,city_7,ios,budget,promo_5,cilantro,medium,Tue,high
korean,city_2,web,new,promo_2,sesame,none,Sat,mid
american,city_3,web,family,promo_3,lemon,extra_hot,Mon,low
thai,city_1,ios,budget,promo_6,lemon,medium,Wed,high
thai,city_11,ios,student,promo_4,fish_sauce,mild,Fri,low
mediterranean,city_9,android,returning,promo_4,oregano,none,Mon,mid
mediterranean,city_17,web,family,promo_8,lemon,none,Fri,high
american,city_8,android,student,promo_6,tomato,mild,Tue,mid
korean,city_9,web,family,promo_4,soy,medium,Tue,mid
japanese,city_2,web,new,promo_4,soy,hot,Sat,mid
mexican,city_4,ios,student,promo_2,lemon,hot,Tue,mid
american,city_16,web,family,none,lemon,medium,Thu,mid
italian,city_17,web,vip,promo_7,basil,mild,Mon,mid
japanese,city_2,ios,vip,promo_6,ginger,medium,Thu,mid
japanese,city_14,ios,student,promo_1,garlic,medium,Sun,mid
american,city_20,android,vip,promo_3,onion,mild,Sat,mid
mexican,city_4,desktop_app,budget,promo_6,chili,hot,Wed,mid
thai,city_17,ios,vip,promo_6,fish_sauce,hot,Wed,mid
vietnamese,city_7,web,budget,promo_4,lemon,hot,Mon,low
american,city_1,ios,family,promo_6,cheese,extra_hot,Wed,mid
chinese,city_15,ios,vip,promo_7,soy,medium,Tue,very_high
japanese,city_16,ios,family,promo_7,soy,hot,Sun,mid
japanese,city_12,web,vip,promo_5,sesame,extra_hot,Fri,mid
vietnamese,city_1,android,returning,promo_2,garlic,medium,Fri,high
indian,city_20,tablet,family,promo_2,onion,extra_hot,Fri,high
korean,city_14,android,new,promo_6,miso,extra_hot,Sat,mid
indian,city_16,ios,returning,promo_8,yogurt,hot,Mon,mid
mediterranean,city_6,tablet,vip,promo_4,tomato,mild,Fri,mid
mexican,city_4,desktop_app,returning,promo_7,chili,medium,Sun,mid
american,city_7,web,student,promo_2,tomato,none,Wed,high
mediterranean,city_18,tablet,new,promo_6,oregano,mild,Wed,mid
vietnamese,city_13,web,budget,promo_2,lemon,mild,Sun,high
vietnamese,city_17,android,new,none,lemon,mild,Sun,low
chinese,city_7,ios,vip,promo_1,soy,extra_hot,Tue,mid
american,city_8,android,budget,promo_8,onion,extra_hot,Fri,low
mexican,city_16,tablet,returning,promo_7,lemon,hot,Mon,mid
vietnamese,city_13,ios,new,promo_6,fish_sauce,hot,Mon,low
chinese,city_3,web,returning,promo_4,miso,none,Wed,mid
indian,city_10,desktop_app,budget,promo_6,onion,medium,Sat,high
thai,city_10,ios,student,none,fish_sauce,hot,Thu,mid
chinese,city_3,ios,budget,promo_3,soy,extra_hot,Tue,mid
american,city_11,ios,vip,promo_8,lemon,mild,Wed,high
mediterranean,city_2,ios,family,promo_5,oregano,mild,Sat,very_high
thai,city_5,web,new,promo_8,basil,mild,Tue,low
mexican,city_20,ios,budget,none,cilantro,medium,Sun,mid
italian,city_4,web,new,promo_8,lemon,medium,Tue,high
american,city_1,web,budget,promo_8,cheese,hot,Wed,low
mexican,city_11,tablet,family,promo_6,cilantro,medium,Thu,low
chinese,city_16,ios,returning,promo_1,miso,medium,Wed,mid
indian,city_13,web,student,none,onion,hot,Thu,mid
thai,city_7,android,budget,promo_4,fish_sauce,mild,Thu,mid
japanese,city_4,web,family,promo_3,garlic,hot,Sat,mid
mediterranean,city_5,android,student,none,cheese,none,Thu,mid
mediterranean,city_1,desktop_app,new,promo_1,yogurt,mild,Sat,mid
mediterranean,city_5,web,returning,promo_2,cheese,mild,Sat,high
vietnamese,city_11,ios,budget,none,basil,medium,Thu,mid
chinese,city_20,ios,new,promo_8,ginger,hot,Wed,mid
indian,city_14,desktop_app,returning,promo_5,onion,hot,Sun,high
indian,city_10,web,budget,promo_7,cumin,medium,Mon,high
italian,city_9,desktop_app,returning,promo_7,tomato,none,Wed,mid
indian,city_15,tablet,family,none,yogurt,hot,Sun,high
mexican,city_17,tablet,family,promo_7,lemon,mild,Thu,mid
korean,city_11,ios,student,promo_6,soy,extra_hot,Tue,mid
indian,city_4,ios,budget,promo_5,turmeric,hot,Wed,high
indian,city_11,tablet,returning,promo_2,yogurt,medium,Sat,very_high
korean,city_1,web,returning,promo_2,ginger,medium,Fri,high
japanese,city_4,android,returning,promo_8,miso,extra_hot,Tue,high
japanese,city_1,web,student,promo_5,miso,medium,Thu,high
mediterranean,city_15,desktop_app,returning,promo_5,oregano,none,Fri,mid
vietnamese,city_5,android,student,promo_7,lemon,hot,Wed,low
italian,city_17,desktop_app,returning,promo_7,oregano,mild,Sun,high
mediterranean,city_2,ios,family,promo_2,basil,mild,Mon,mid
american,city_9,web,returning,promo_8,cheese,extra_hot,Thu,high
american,city_5,android,student,promo_1,cheese,extra_hot,Fri,high
vietnamese,city_11,web,student,none,lemon,mild,Wed,low
vietnamese,city_20,ios,budget,promo_1,lemon,medium,Wed,low
italian,city_16,tablet,new,promo_8,yogurt,mild,Tue,high
american,city_8,web,vip,promo_8,cheese,hot,Sat,low
indian,city_16,desktop_app,new,promo_2,turmeric,hot,Fri,mid
mexican,city_11,web,vip,promo_3,onion,hot,Tue,high
american,city_8,web,vip,promo_3,tomato,mild,Sun,mid
american,city_16,web,student,promo_8,tomato,extra_hot,Tue,high
italian,city_1,desktop_app,family,promo_1,tomato,none,Wed,mid
thai,city_17,android,vip,promo_8,lemon,medium,Tue,low
thai,city_19,android,new,promo_2,basil,medium,Sat,mid
japanese,city_5,web,budget,promo_8,garlic,none,Fri,high
thai,city_12,ios,vip,promo_2,fish_sauce,medium,Tue,low
chinese,city_11,ios,budget,promo_5,miso,medium,Tue,high
