cuisine,city,device,user_segment,promo,fav_ingredient,spice_level,day_of_week,price_bucket
chinese,city_18,web,vip,promo_4,sesame,none,Mon,very_high
japanese,city_3,android,new,promo_6,miso,none,Tue,very_high
japanese,city_15,web,family,promo_8,sesame,medium,Tue,very_high
american,city_8,android,budget,promo_5,cheese,extra_hot,Mon,mid
chinese,city_20,ios,budget,promo_2,miso,extra_hot,Wed,mid
chinese,city_20,ios,new,promo_1,garlic,mild,Sun,mid
american,city_17,ios,student,promo_7,cheese,hot,Sun,low
japanese,city_7,ios,family,promo_5,ginger,mild,Wed,high
thai,city_15,android,returning,promo_7,basil,medium,Thu,low
american,city_18,android,returning,promo_7,tomato,mild,Sat,high
mexican,city_7,android,student,promo_3,tomato,hot,Fri,mid
korean,city_6,ios,student,promo_1,garlic,medium,Mon,very_high
chinese,city_14,android,vip,promo_6,miso,none,Fri,mid
vietnamese,city_19,android,vip,promo_5,garlic,medium,Tue,mid
mexican,city_19,ios,student,promo_8,lemon,medium,Thu,mid
thai,city_4,web,new,promo_3,cilantro,medium,Mon,low
mexican,city_18,android,student,promo_7,onion,medium,Mon,low
thai,city_19,android,returning,promo_6,fish_sauce,mild,Mon,mid
vietnamese,city_2,android,student,promo_8,basil,medium,Thu,low
vietnamese,city_15,ios,family,promo_6,cilantro,hot,Thu,low
italian,city_7,tablet,returning,none,yogurt,medium,Mon,mid
american,city_18,ios,student,promo_6,garlic,mild,Mon,mid
italian,city_14,web,returning,promo_1,tomato,none,Fri,mid
chinese,city_6,android,family,promo_8,miso,medium,Tue,mid
japanese,city_2,web,returning,promo_2,soy,extra_hot,Thu,very_high
indian,city_13,web,budget,promo_1,cumin,hot,Sat,very_high
american,city_1,ios,student,promo_8,cheese,none,Mon,low
indian,city_17,web,budget,promo_2,onion,medium,Mon,very_high
chinese,city_12,ios,budget,promo_2,ginger,medium,Mon,mid
thai,city_10,android,vip,promo_7,basil,medium,Sat,mid
chinese,city_15,ios,vip,promo_6,ginger,extra_hot,Tue,high
thai,city_9,ios,student,promo_3,basil,medium,Tue,high
chinese,city_4,ios,student,promo_3,sesame,extra_hot,Wed,mid
mexican,city_4,desktop_app,returning,none,lemon,hot,Tue,mid
chinese,city_1,web,budget,promo_5,garlic,none,Sat,very_high
thai,city_16,android,returning,promo_8,fish_sauce,medium,Fri,low
mexican,city_7,android,vip,promo_6,tomato,medium,Fri,low
chinese,city_14,ios,new,promo_7,sesame,hot,Fri,mid
mexican,city_11,android,new,promo_2,onion,medium,Sun,mid
italian,city_17,ios,budget,promo_7,basil,mild,Mon,mid
mediterranean,city_20,web,student,promo_1,lemon,mild,Sun,mid
korean,city_19,ios,budget,promo_1,miso,medium,Tue,mid
italian,city_12,android,vip,promo_3,tomato,none,Fri,very_high
italian,city_4,android,family,promo_2,tomato,none,Sun,high
chinese,city_11,android,returning,none,ginger,medium,Mon,very_high
thai,city_19,ios,family,promo_1,garlic,hot,Mon,mid
indian,city_1,android,student,promo_5,turmeric,hot,Sat,mid
chinese,city_9,ios,vip,promo_2,sesame,mild,Mon,mid
chinese,city_1,web,new,promo_8,garlic,medium,Fri,mid
korean,city_18,ios,new,promo_5,ginger,hot,Fri,high
italian,city_5,ios,returning,promo_1,lemon,none,Mon,mid
indian,city_18,tablet,returning,promo_1,cumin,medium,Wed,high
vietnamese,city_16,android,family,promo_3,lemon,medium,Tue,low
mexican,city_11,android,student,promo_7,chili,mild,Fri,low
japanese,city_14,android,returning,none,ginger,extra_hot,Sat,mid
italian,city_20,web,vip,promo_2,cheese,mild,Sun,mid
thai,city_4,web,family,promo_3,basil,hot,Sun,low
chinese,city_19,web,budget,promo_8,sesame,none,Tue,very_high
chinese,city_20,ios,vip,promo_5,soy,none,Mon,mid
mediterranean,city_16,ios,student,promo_1,cheese,mild,Sat,high
mexican,city_18,android,vip,promo_6,tomato,medium,Tue,mid
japanese,city_18,ios,student,promo_1,soy,mild,Fri,mid
american,city_16,ios,family,promo_6,cheese,hot,Fri,high
mediterranean,city_13,desktop_app,budget,none,yogurt,mild,Mon,high
vietnamese,city_9,ios,returning,promo_7,lemon,hot,Mon,low
chinese,city_18,ios,student,promo_7,miso,none,Fri,mid
american,city_17,ios,new,none,tomato,mild,Tue,low
chinese,city_1,ios,budget,promo_4,garlic,extra_hot,Mon,mid
mediterranean,city_6,android,vip,promo_5,cheese,none,Fri,mid
italian,city_8,web,returning,promo_8,cheese,none,Tue,mid
korean,city_8,ios,vip,promo_7,garlic,medium,Sun,mid
chinese,city_11,ios,budget,promo_6,ginger,none,Fri,very_high
american,city_4,android,new,none,lemon,medium,Fri,low
thai,city_5,ios,family,promo_7,garlic,medium,Sun,low
thai,city_9,android,student,promo_7,cilantro,mild,Sun,mid
japanese,city_19,web,budget,promo_3,soy,extra_hot,Tue,very_high
american,city_8,android,vip,promo_8,garlic,mild,Tue,mid
chinese,city_8,ios,student,promo_8,soy,mild,Mon,mid
vietnamese,city_10,ios,budget,none,basil,hot,Thu,mid
italian,city_18,ios,budget,promo_8,tomato,medium,Thu,mid
japanese,city_19,ios,student,promo_7,sesame,extra_hot,Fri,mid
chinese,city_7,ios,student,promo_2,ginger,hot,Mon,mid
american,city_19,android,student,promo_5,lemon,medium,Wed,high
american,city_20,web,vip,promo_6,garlic,none,Thu,high
mexican,city_12,desktop_app,student,promo_2,chili,medium,Wed,mid
korean,city_18,ios,new,promo_8,soy,medium,Thu,high
indian,city_18,android,returning,promo_7,mint,extra_hot,Sat,very_high
thai,city_12,android,budget,none,lemon,mild,Tue,mid
american,city_5,ios,family,none,tomato,mild,Fri,mid
american,city_19,web,student,promo_4,tomato,mild,Mon,mid
chinese,city_16,android,new,promo_7,soy,mild,Fri,mid
chinese,city_10,android,returning,promo_4,sesame,mild,Wed,high
mexican,city_18,tablet,family,promo_4,chili,medium,Wed,mid
american,city_13,web,vip,promo_2,cheese,extra_hot,Sat,low
chinese,city_13,ios,budget,promo_7,ginger,none,Thu,mid
american,city_19,android,budget,promo_1,tomato,extra_hot,Mon,mid
indian,city_15,android,new,promo_1,mint,medium,Tue,mid
korean,city_7,web,family,promo_4,soy,none,Thu,mid
vietnamese,city_8,ios,budget,promo_4,lemon,mild,Thu,low
chinese,city_16,android,family,none,ginger,none,Mon,very_high
italian,city_10,web,student,promo_2,yogurt,medium,Sun,mid
indian,city_2,tablet,family,promo_7,mint,extra_hot,Thu,mid
mediterranean,city_19,ios,student,promo_3,cheese,mild,Tue,mid
italian,city_9,ios,student,promo_6,basil,none,Wed,mid
japanese,city_10,ios,student,promo_3,garlic,extra_hot,Sun,mid
vietnamese,city_9,ios,returning,promo_3,basil,medium,Thu,mid
mediterranean,city_17,ios,new,promo_7,basil,none,Fri,high
mexican,city_17,desktop_app,budget,promo_3,cilantro,hot,Sat,mid
american,city_3,android,returning,none,garlic,medium,Sat,low
mexican,city_7,web,budget,promo_2,chili,hot,Mon,low
american,city_18,web,vip,promo_7,onion,none,Tue,mid
mexican,city_5,web,new,promo_8,onion,mild,Sat,high
italian,city_12,desktop_app,budget,promo_1,yogurt,mild,Fri,high
chinese,city_20,ios,family,promo_5,soy,none,Tue,high
korean,city_2,web,returning,promo_1,miso,extra_hot,Sun,high
vietnamese,city_15,ios,student,none,garlic,mild,Mon,high
thai,city_6,android,budget,promo_6,fish_sauce,hot,Sat,high
american,city_10,web,budget,promo_1,lemon,medium,Tue,mid
italian,city_4,tablet,returning,promo_3,oregano,mild,Tue,mid
mediterranean,city_11,ios,new,promo_6,lemon,medium,Tue,mid
indian,city_16,ios,student,promo_5,onion,medium,Thu,mid
vietnamese,city_4,ios,returning,none,garlic,medium,Sat,low
thai,city_4,android,new,promo_6,cilantro,medium,Fri,high
japanese,city_6,web,vip,none,sesame,mild,Fri,very_high
italian,city_20,web,returning,promo_2,cheese,mild,Sat,mid
korean,city_17,android,new,promo_7,soy,medium,Fri,high
korean,city_8,ios,budget,none,sesame,none,Mon,mid
chinese,city_11,ios,student,promo_5,garlic,hot,Mon,mid
japanese,city_6,web,returning,promo_5,garlic,mild,Mon,high
mexican,city_6,web,vip,promo_1,lemon,hot,Fri,mid
american,city_1,web,returning,promo_7,garlic,hot,Sun,mid
korean,city_20,android,vip,promo_5,miso,extra_hot,Tue,mid
italian,city_1,ios,vip,none,yogurt,none,Wed,mid
american,city_7,android,student,promo_5,tomato,hot,Sat,mid
chinese,city_2,android,family,promo_6,garlic,extra_hot,Wed,high
vietnamese,city_20,web,budget,promo_2,basil,mild,Mon,mid
chinese,city_12,ios,vip,promo_7,ginger,hot,Fri,mid
mexican,city_7,desktop_app,returning,none,chili,medium,Wed,low
indian,city_9,web,family,promo_2,turmeric,extra_hot,Fri,mid
korean,city_10,android,returning,promo_4,ginger,extra_hot,Fri,high
chinese,city_2,web,new,promo_7,ginger,none,Sat,high
mexican,city_19,web,vip,promo_3,lemon,hot,Tue,high
japanese,city_3,android,vip,promo_4,garlic,none,Sat,mid
italian,city_16,tablet,student,promo_4,cheese,mild,Sat,mid
indian,city_4,web,new,promo_2,turmeric,medium,Fri,very_high
thai,city_16,android,returning,promo_5,basil,medium,Thu,low
vietnamese,city_11,ios,student,promo_6,cilantro,medium,Sat,high
vietnamese,city_17,android,new,promo_4,cilantro,medium,Wed,mid
vietnamese,city_7,android,returning,promo_8,garlic,medium,Mon,mid
vietnamese,city_19,ios,family,promo_8,fish_sauce,hot,Thu,low
italian,city_16,desktop_app,student,promo_6,yogurt,mild,Fri,mid
vietnamese,city_7,ios,student,promo_2,fish_sauce,hot,Mon,low
japanese,city_20,ios,vip,none,miso,extra_hot,Thu,mid
chinese,city_4,android,vip,promo_5,garlic,none,Fri,mid
mexican,city_14,desktop_app,vip,promo_4,chili,medium,Fri,low
mediterranean,city_12,android,family,promo_8,basil,mild,Tue,very_high
vietnamese,city_15,ios,returning,promo_3,basil,hot,Sun,mid
vietnamese,city_7,ios,vip,promo_6,fish_sauce,mild,Tue,low
thai,city_1,ios,student,promo_7,basil,mild,Sat,low
vietnamese,city_12,ios,student,none,basil,hot,Thu,high
indian,city_1,tablet,returning,promo_4,turmeric,hot,Mon,high
vietnamese,city_6,android,new,promo_5,cilantro,medium,Wed,low
thai,city_18,ios,budget,promo_5,cilantro,medium,Thu,mid
vietnamese,city_4,ios,student,promo_8,lemon,medium,Wed,low
mexican,city_14,tablet,student,promo_4,lemon,mild,Mon,high
indian,city_8,tablet,family,promo_4,onion,extra_hot,Fri,mid
japanese,city_17,web,family,promo_4,garlic,extra_hot,Thu,high
mexican,city_11,desktop_app,returning,promo_4,cilantro,medium,Wed,low
mediterranean,city_4,ios,family,promo_3,cheese,none,Sat,mid
thai,city_20,web,returning,promo_2,basil,mild,Mon,low
american,city_2,android,new,promo_5,tomato,medium,Wed,mid
italian,city_13,web,student,promo_5,basil,none,Mon,mid
thai,city_10,ios,new,promo_6,basil,mild,Mon,high
chinese,city_1,ios,returning,promo_3,garlic,hot,Tue,mid
chinese,city_1,ios,vip,none,ginger,medium,Tue,high
thai,city_7,web,family,promo_6,fish_sauce,hot,Sat,mid
indian,city_11,ios,vip,promo_8,cumin,hot,Thu,mid
american,city_5,web,budget,promo_5,lemon,hot,Wed,mid
american,city_4,ios,returning,promo_2,tomato,medium,Sat,high
vietnamese,city_14,ios,vip,promo_6,cilantro,hot,Sat,mid
indian,city_3,ios,vip,promo_1,yogurt,extra_hot,Sun,mid
japanese,city_15,ios,family,promo_2,miso,hot,Sat,high
mexican,city_1,tablet,returning,promo_6,cilantro,medium,Wed,mid
italian,city_9,ios,family,promo_6,basil,medium,Fri,high
japanese,city_11,web,returning,promo_2,sesame,extra_hot,Wed,high
mexican,city_5,android,budget,promo_1,cilantro,hot,Mon,mid
american,city_20,web,budget,promo_8,onion,hot,Mon,low
thai,city_15,android,vip,promo_7,basil,mild,Fri,low
indian,city_3,android,vip,promo_2,yogurt,medium,Sat,mid
mediterranean,city_3,tablet,family,promo_8,tomato,none,Sat,mid
chinese,city_1,ios,student,promo_5,sesame,none,Mon,high
mexican,city_6,desktop_app,returning,promo_5,cilantro,medium,Sun,low
mexican,city_19,desktop_app,returning,promo_3,tomato,hot,Fri,mid
vietnamese,city_16,android,budget,promo_2,garlic,hot,Fri,mid
korean,city_8,web,family,promo_5,sesame,mild,Thu,mid
mexican,city_1,tablet,budget,promo_5,lemon,medium,Sun,low
indian,city_8,ios,vip,promo_6,turmeric,hot,Wed,very_high
indian,city_7,desktop_app,student,promo_8,onion,extra_hot,Thu,very_high
japanese,city_4,web,student,promo_3,garlic,mild,Sat,mid
thai,city_13,web,new,promo_8,fish_sauce,mild,Wed,high
japanese,city_14,android,family,promo_5,garlic,medium,Thu,mid
indian,city_13,tablet,returning,promo_5,turmeric,medium,Tue,very_high
japanese,city_13,ios,student,none,miso,none,Sat,mid
vietnamese,city_15,android,budget,promo_2,basil,mild,Mon,high
chinese,city_2,web,family,promo_4,garlic,mild,Wed,high
italian,city_18,ios,family,promo_6,lemon,mild,Mon,mid
mediterranean,city_16,android,vip,promo_5,tomato,none,Sat,mid
american,city_11,ios,student,promo_4,lemon,mild,Sat,low
mexican,city_8,android,returning,promo_4,lemon,hot,Sun,low
thai,city_20,android,family,promo_7,lemon,mild,Fri,low
mexican,city_15,web,new,promo_5,chili,medium,Mon,mid
italian,city_20,android,new,promo_4,tomato,mild,Fri,high
american,city_11,web,budget,promo_3,tomato,mild,Fri,low
korean,city_4,ios,budget,promo_5,miso,none,Fri,mid
vietnamese,city_12,ios,new,none,basil,medium,Sat,mid
indian,city_1,android,new,promo_3,cumin,hot,Fri,high
japanese,city_3,android,vip,promo_3,ginger,hot,Sun,mid
italian,city_2,tablet,family,promo_7,lemon,mild,Sun,mid
italian,city_9,desktop_app,budget,promo_2,lemon,none,Sat,mid
japanese,city_8,ios,family,promo_2,miso,hot,Mon,high
chinese,city_2,android,vip,promo_2,sesame,none,Fri,very_high
italian,city_16,ios,family,none,cheese,none,Wed,high
indian,city_7,ios,budget,promo_7,onion,medium,Mon,mid
vietnamese,city_1,android,student,promo_5,garlic,medium,Thu,mid
vietnamese,city_8,android,new,promo_4,cilantro,mild,Sat,low
indian,city_17,desktop_app,new,promo_6,onion,extra_hot,Fri,high
vietnamese,city_15,ios,new,promo_8,lemon,medium,Wed,mid
vietnamese,city_13,android,family,promo_8,garlic,medium,Mon,mid
indian,city_11,ios,returning,promo_2,turmeric,hot,Tue,high
vietnamese,city_6,ios,family,none,cilantro,hot,Tue,low
chinese,city_1,android,student,promo_5,soy,hot,Fri,mid
thai,city_14,android,budget,promo_3,lemon,medium,Wed,low
mexican,city_5,tablet,family,promo_1,tomato,medium,Wed,high
korean,city_13,web,new,none,soy,mild,Mon,high
chinese,city_5,android,student,promo_1,miso,hot,Thu,high
vietnamese,city_12,ios,vip,promo_1,cilantro,medium,Sat,high
korean,city_3,web,family,promo_5,sesame,none,Mon,high
chinese,city_6,ios,vip,promo_6,sesame,extra_hot,Thu,mid
american,city_4,android,vip,promo_6,onion,medium,Mon,low
american,city_16,web,returning,promo_8,tomato,hot,Wed,mid
indian,city_13,web,family,promo_5,onion,medium,Sun,mid
vietnamese,city_8,web,budget,promo_7,fish_sauce,hot,Fri,low
mediterranean,city_20,desktop_app,vip,promo_3,cheese,medium,Wed,mid
chinese,city_18,ios,student,promo_7,ginger,extra_hot,Mon,high
mexican,city_4,desktop_app,budget,promo_6,cilantro,medium,Tue,mid
italian,city_10,tablet,returning,promo_2,cheese,medium,Sun,high
indian,city_16,tablet,budget,promo_1,onion,hot,Sun,mid
american,city_2,ios,family,promo_1,tomato,medium,Thu,mid
vietnamese,city_11,android,vip,promo_4,fish_sauce,hot,Sat,high
japanese,city_6,ios,returning,promo_6,garlic,none,Wed,mid
korean,city_6,android,family,promo_4,sesame,medium,Tue,high
mexican,city_16,web,vip,promo_8,tomato,medium,Thu,mid
indian,city_8,ios,new,promo_7,mint,medium,Sat,mid
vietnamese,city_18,ios,family,promo_5,lemon,mild,Sun,mid
italian,city_12,web,vip,promo_2,basil,none,Sun,mid
indian,city_1,ios,budget,promo_7,onion,medium,Fri,very_high
italian,city_5,android,vip,promo_8,yogurt,mild,Sat,mid
vietnamese,city_16,ios,returning,promo_3,basil,medium,Sun,low
mexican,city_4,desktop_app,family,none,lemon,hot,Mon,mid
mexican,city_2,desktop_app,student,promo_8,lemon,hot,Sun,mid
thai,city_16,web,budget,promo_2,fish_sauce,medium,Thu,low
japanese,city_5,android,budget,promo_6,garlic,mild,Sun,mid
vietnamese,city_18,web,family,promo_4,basil,medium,Thu,low
thai,city_1,web,returning,promo_5,basil,medium,Thu,high
chinese,city_4,android,student,promo_7,ginger,extra_hot,Sat,very_high
japanese,city_16,android,new,none,ginger,extra_hot,Tue,high
american,city_3,ios,family,promo_7,garlic,extra_hot,Thu,low
indian,city_5,android,family,promo_2,mint,hot,Fri,high
mediterranean,city_14,ios,new,promo_6,cheese,none,Thu,mid
american,city_17,android,student,promo_4,lemon,extra_hot,Tue,mid
italian,city_7,web,family,promo_5,oregano,medium,Thu,very_high
mexican,city_20,desktop_app,student,promo_3,chili,medium,Wed,mid
korean,city_16,ios,student,promo_3,ginger,hot,Thu,mid
japanese,city_10,web,vip,promo_1,miso,medium,Tue,mid
chinese,city_20,web,student,promo_2,garlic,hot,Mon,high
american,city_1,web,returning,promo_4,cheese,none,Wed,low
chinese,city_12,ios,returning,promo_1,sesame,medium,Tue,mid
vietnamese,city_18,android,family,promo_8,cilantro,mild,Tue,low
mediterranean,city_14,ios,student,promo_8,lemon,mild,Thu,mid
chinese,city_2,web,new,promo_5,ginger,mild,Thu,mid
vietnamese,city_17,ios,student,promo_7,cilantro,hot,Mon,low
thai,city_15,web,new,promo_5,lemon,mild,Wed,mid
american,city_2,ios,vip,promo_7,garlic,medium,Fri,mid
italian,city_3,android,returning,promo_2,tomato,medium,Fri,mid
american,city_5,web,budget,promo_5,onion,mild,Fri,high
vietnamese,city_9,ios,budget,promo_3,fish_sauce,mild,Sat,low
american,city_19,ios,family,promo_3,lemon,medium,Tue,mid
indian,city_7,tablet,returning,promo_7,mint,extra_hot,Thu,high
vietnamese,city_18,ios,new,promo_8,cilantro,medium,Sat,low
vietnamese,city_19,ios,budget,promo_3,garlic,mild,Sun,mid
american,city_14,web,new,promo_8,cheese,mild,Sat,low
mediterranean,city_13,ios,student,promo_6,tomato,mild,Sun,high
mexican,city_10,ios,student,promo_8,chili,medium,Tue,low
japanese,city_4,web,vip,promo_3,miso,extra_hot,Sat,high
chinese,city_9,web,family,promo_8,soy,hot,Thu,high
korean,city_14,web,new,promo_7,miso,extra_hot,Tue,mid
american,city_4,android,vip,promo_1,cheese,none,Mon,low
korean,city_9,ios,vip,promo_8,miso,extra_hot,Thu,high
japanese,city_19,android,family,promo_7,soy,none,Fri,high
mexican,city_18,tablet,new,promo_4,chili,hot,Mon,mid
japanese,city_13,ios,family,promo_4,soy,hot,Mon,mid
american,city_1,web,family,promo_8,lemon,mild,Sat,mid
mexican,city_7,ios,student,promo_4,tomato,medium,Mon,mid
indian,city_10,desktop_app,budget,none,onion,medium,Thu,high
chinese,city_16,web,student,promo_4,soy,mild,Tue,high
japanese,city_15,ios,new,promo_5,soy,extra_hot,Thu,high
mexican,city_16,web,returning,promo_4,cilantro,medium,Sun,mid
chinese,city_19,web,returning,promo_7,garlic,mild,Fri,mid
italian,city_13,desktop_app,student,none,oregano,mild,Sat,mid
vietnamese,city_14,android,student,promo_8,cilantro,medium,Tue,mid
chinese,city_11,android,returning,promo_1,sesame,mild,Sat,high
italian,city_20,desktop_app,budget,promo_8,lemon,none,Thu,high
japanese,city_9,android,budget,none,sesame,extra_hot,Thu,mid
vietnamese,city_6,ios,returning,none,fish_sauce,mild,Sun,low
american,city_14,android,new,promo_2,cheese,extra_hot,Fri,mid
italian,city_3,tablet,returning,promo_1,tomato,medium,Thu,high
mexican,city_15,ios,family,none,cilantro,mild,Sat,low
chinese,city_20,android,budget,promo_8,miso,mild,Thu,high
american,city_19,android,budget,promo_8,garlic,medium,Tue,high
vietnamese,city_19,ios,returning,promo_1,lemon,medium,Tue,low
japanese,city_14,android,returning,promo_2,miso,none,Fri,mid
indian,city_19,tablet,budget,promo_7,cumin,medium,Wed,high
american,city_17,web,student,promo_6,onion,none,Sat,mid
thai,city_7,web,returning,promo_5,basil,hot,Wed,low
italian,city_4,android,vip,promo_6,oregano,mild,Sat,mid
american,city_6,ios,student,promo_8,tomato,hot,Sun,low
chinese,city_12,ios,family,none,soy,medium,Tue,very_high
japanese,city_5,web,budget,promo_8,soy,extra_hot,Mon,mid
american,city_8,web,vip,promo_8,cheese,hot,Wed,high
vietnamese,city_5,web,budget,promo_8,cilantro,mild,Tue,mid
american,city_18,ios,student,promo_2,garlic,medium,Sun,low
vietnamese,city_20,web,vip,promo_7,garlic,medium,Fri,low
korean,city_4,web,vip,promo_7,soy,none,Tue,mid
american,city_14,ios,returning,promo_4,lemon,none,Sun,mid
vietnamese,city_20,ios,returning,promo_1,cilantro,medium,Thu,mid
indian,city_20,tablet,new,promo_3,yogurt,hot,Mon,high
mediterranean,city_2,android,returning,promo_6,tomato,mild,Wed,high
mediterranean,city_11,desktop_app,family,promo_8,tomato,mild,Thu,mid
italian,city_12,tablet,new,promo_8,lemon,mild,Fri,mid
mediterranean,city_18,web,new,promo_4,yogurt,mild,Tue,mid
mexican,city_16,tablet,family,promo_3,cilantro,hot,Mon,mid
indian,city_19,web,new,promo_4,yogurt,hot,Tue,mid
japanese,city_13,web,student,promo_2,sesame,mild,Wed,mid
vietnamese,city_17,android,vip,promo_3,cilantro,mild,Sun,mid
chinese,city_18,ios,student,promo_4,sesame,medium,Tue,mid
italian,city_10,desktop_app,budget,none,cheese,mild,Sun,high
korean,city_15,ios,family,promo_7,soy,extra_hot,Fri,high
mexican,city_10,web,student,promo_8,chili,medium,Fri,mid
chinese,city_1,web,budget,promo_4,sesame,medium,Sun,high
vietnamese,city_19,android,returning,promo_8,garlic,medium,Wed,mid
italian,city_9,tablet,returning,promo_5,cheese,none,Tue,mid
mexican,city_10,ios,budget,none,chili,medium,Sun,mid
italian,city_1,desktop_app,new,promo_6,tomato,none,Thu,mid
thai,city_10,web,student,promo_5,basil,medium,Thu,low
chinese,city_16,web,returning,promo_7,garlic,mild,Thu,very_high
chinese,city_6,web,family,promo_6,miso,medium,Fri,high
italian,city_17,tablet,budget,promo_6,yogurt,medium,Sun,mid
mediterranean,city_14,android,returning,promo_3,lemon,none,Tue,very_high
chinese,city_16,ios,student,promo_8,garlic,medium,Tue,high
mediterranean,city_17,android,family,promo_7,cheese,none,Sun,high
vietnamese,city_13,ios,vip,none,basil,medium,Thu,high
italian,city_2,ios,family,promo_2,basil,mild,Mon,mid
italian,city_3,desktop_app,family,promo_6,basil,medium,Sun,mid
korean,city_6,ios,new,promo_4,soy,hot,Fri,high
mediterranean,city_12,web,vip,promo_3,oregano,mild,Fri,mid
chinese,city_3,android,family,none,garlic,extra_hot,Sun,very_high
chinese,city_5,ios,student,promo_2,miso,hot,Thu,mid
korean,city_8,ios,family,none,sesame,medium,Mon,mid
vietnamese,city_11,web,new,promo_7,garlic,medium,Fri,mid
chinese,city_15,android,vip,promo_6,garlic,medium,Thu,high
american,city_20,ios,vip,promo_7,lemon,hot,Fri,high
vietnamese,city_14,ios,student,promo_2,lemon,medium,Sun,mid
chinese,city_6,ios,family,promo_7,miso,none,Sun,high
american,city_7,web,returning,promo_2,cheese,extra_hot,Sat,low
mexican,city_5,desktop_app,new,promo_8,onion,medium,Sun,mid
italian,city_15,android,vip,promo_3,lemon,mild,Wed,high
korean,city_7,ios,vip,promo_5,ginger,medium,Tue,high
thai,city_10,ios,budget,promo_1,cilantro,mild,Wed,low
japanese,city_17,web,vip,promo_6,soy,hot,Mon,very_high
american,city_17,web,new,promo_7,lemon,none,Fri,high
thai,city_8,ios,family,promo_4,garlic,hot,Sat,high
japanese,city_6,ios,budget,promo_6,ginger,mild,Thu,mid
korean,city_18,ios,student,promo_6,ginger,medium,Thu,mid
mexican,city_9,web,student,promo_7,onion,hot,Wed,mid
chinese,city_14,web,new,promo_2,garlic,medium,Sun,very_high
japanese,city_15,android,family,promo_2,ginger,medium,Sat,very_high
japanese,city_14,web,family,promo_4,miso,hot,Sun,high
mediterranean,city_10,tablet,new,promo_5,basil,mild,Thu,high
korean,city_9,ios,vip,promo_6,ginger,hot,Tue,high
indian,city_9,android,student,promo_2,onion,extra_hot,Wed,very_high
korean,city_19,android,new,promo_5,soy,medium,Thu,very_high
vietnamese,city_18,ios,vip,promo_4,garlic,medium,Thu,mid
vietnamese,city_15,ios,student,promo_2,basil,hot,Mon,low
mexican,city_18,desktop_app,new,promo_8,chili,medium,Thu,mid
korean,city_5,ios,returning,promo_7,garlic,none,Sun,high
chinese,city_15,ios,returning,promo_1,soy,mild,Fri,high
japanese,city_9,web,vip,promo_8,ginger,hot,Sun,very_high
italian,city_7,android,new,promo_7,yogurt,none,Mon,high
italian,city_10,ios,returning,promo_7,yogurt,mild,Sun,mid
thai,city_18,ios,new,promo_1,cilantro,medium,Wed,low
mediterranean,city_6,ios,returning,none,oregano,mild,Thu,mid
vietnamese,city_20,ios,returning,promo_8,basil,medium,Thu,low
chinese,city_5,web,budget,promo_7,sesame,mild,Mon,mid
vietnamese,city_20,ios,new,promo_5,lemon,mild,Thu,low
korean,city_7,web,student,none,garlic,mild,Tue,mid
thai,city_14,android,student,promo_5,lemon,medium,Fri,low
chinese,city_17,web,student,none,soy,mild,Tue,mid
mexican,city_12,web,family,promo_6,cilantro,medium,Thu,high
italian,city_3,android,vip,none,lemon,medium,Sat,high
thai,city_9,ios,student,promo_8,garlic,medium,Fri,low
american,city_6,android,returning,promo_7,tomato,hot,Wed,mid
indian,city_3,web,family,promo_5,mint,hot,Sun,high
chinese,city_4,android,vip,promo_4,soy,mild,Mon,mid
indian,city_9,desktop_app,vip,promo_5,cumin,hot,Fri,high
vietnamese,city_14,android,budget,promo_8,garlic,medium,Tue,mid
thai,city_18,android,family,promo_2,fish_sauce,medium,Wed,mid
mexican,city_4,web,family,promo_2,tomato,mild,Mon,high
italian,city_19,ios,student,promo_8,tomato,medium,Tue,high
thai,city_5,android,vip,promo_3,cilantro,mild,Wed,low
american,city_16,ios,vip,promo_3,garlic,hot,Mon,low
korean,city_2,ios,family,promo_8,soy,hot,Mon,mid
mexican,city_7,android,vip,promo_8,cilantro,medium,Tue,low
korean,city_9,android,student,promo_5,soy,medium,Fri,very_high
korean,city_12,web,returning,promo_7,miso,hot,Sat,mid
mexican,city_20,android,returning,promo_3,onion,medium,Sat,low
vietnamese,city_3,android,student,promo_7,garlic,hot,Sat,mid
vietnamese,city_14,android,vip,promo_7,cilantro,medium,Mon,high
american,city_11,web,budget,none,tomato,hot,Mon,high
chinese,city_10,android,family,promo_2,sesame,mild,Tue,high
japanese,city_11,android,returning,promo_6,sesame,none,Sat,mid
indian,city_14,web,budget,promo_4,mint,hot,Thu,mid
italian,city_8,tablet,vip,none,tomato,none,Wed,mid
korean,city_7,web,student,promo_3,ginger,medium,Wed,high
thai,city_11,ios,vip,promo_7,cilantro,mild,Tue,high
vietnamese,city_15,android,student,promo_7,cilantro,hot,Tue,mid
mediterranean,city_17,tablet,vip,promo_5,tomato,medium,Mon,mid
italian,city_1,web,student,promo_6,lemon,none,Sat,very_high
thai,city_10,android,student,promo_8,lemon,medium,Sun,mid
indian,city_8,android,returning,promo_1,mint,medium,Sun,mid
indian,city_8,desktop_app,returning,promo_8,onion,hot,Thu,high
mediterranean,city_18,android,student,promo_5,cheese,medium,Wed,mid
thai,city_2,android,returning,promo_4,garlic,hot,Sun,mid
vietnamese,city_9,web,family,promo_4,basil,medium,Tue,mid
